url,title,author,price,save,pages,description,size,publisher,language,text_to_speech,x_ray,lending,customer_reviews,stars
http://www.amazon.com/The-Personal-MBA-Master-Business-ebook/dp/B0046ECJ8M,The Personal MBA: Master the Art of Business [Kindle Edition],Josh Kaufman,11.07,6.93,464,"Master the fundamentals, hone your business instincts, and save a fortune in tuition. The consensus is clear: MBA programs are a waste of time and money. Even the elite schools offer outdated assembly-line educations about profit-and-loss statements and PowerPoint presentations. After two years poring over sanitized case studies, students are shuffled off into middle management to find out how business really works. Josh Kaufman has made a business out of distilling the core principles of business and delivering them quickly and concisely to people at all stages of their careers. His blog has introduced hundreds of thousands of readers to the best business books and most powerful business concepts of all time. In The Personal MBA, he shares the essentials of sales, marketing, negotiation, strategy, and much more. True leaders aren't made by business schools-they make themselves, seeking out the knowledge, skills, and experiences they need to succeed. Read this book and in one week you will learn the principles it takes most people a lifetime to master.",big,Portfolio; Reprint edition,English,Enabled,Enabled,Not Enabled,132,4
http://www.amazon.com/The-Millionaire-Fastlane-Wealth-Lifetime-ebook/dp/B004BDOUAI,The Millionaire Fastlane: Crack the Code to Wealth and Live Rich for a Lifetime [Kindle Edition],MJ DeMarco,5.99,16.96,336,"Has the ""settle-for-less"" financial plan become your plan for wealth? That plan sounds a little something like this: ""Graduate from college, get a good job, save 10% of your paycheck, buy a used car, cancel the movie channels, quit drinking expensive Starbucks mocha lattes, save and penny-pinch your life away, trust your life-savings to the stock market, and one day, when you are oh, say, 65 years old, you can retire rich."" Since you were old enough to hold a job, you've been hoodwinked to believe that wealth can be created by blindly trusting in the uncontrollable and unpredictable markets: the housing market, the stock market, and the job market. I call this soul-sucking, dream-stealing dogma ""The Slowlane"" - an impotent FINANCIAL GAMBLE that dubiously promises wealth in a wheelchair. Accept the Slowlane as your financial roadmap and your financial future will blow carelessly asunder on a sailboat of HOPE: HOPE you can get a job and keep it, HOPE the stock market doesn't tank, HOPE the economy rebounds, HOPE, HOPE, and HOPE. Do you really want HOPE to be the centerpiece of your family's financial plan? Drive the Slowlane road and you will find your life deteriorate into a miserable exhibition about what you cannot do, versus what you can. For those who don't want a lifetime subscription to ""settle-for-less"", there is an alternative; an expressway to extraordinary wealth capable of burning a trail to financial independence faster than any road out there. And shockingly, this road has nothing to do with jobs, 401(k), mutual funds, or a lifestyle of mediocrity. Demand more. Change lanes and find your explosive wealth accelerator. Hit the Fastlane, crack the code to wealth, and find out how to live rich for a lifetime.",small,Viperion Publishing; 1 edition,English,Enabled,Enabled,Enabled,481,4
http://www.amazon.com/Start-Restaurant-Without-Losing-Shirt-ebook/dp/B00EETB6Y2,How to Start a Restaurant Without Losing Your Shirt: A Step by Step Guide( Restaurant Business Book): The Definitive Guide to Starting & Operating a Successful ... or Food Truck (Restaurant Startup BootCamp) [Kindle Edition],Brian Cliette,2.99,,70,"“How To Start A Restaurant Guide” focuses on the whole big picture and covers every aspect of starting a restaurant and running it successfully. Here’s what you will discover inside this guide: • Learn about everything that is involved in running a restaurant. • Revealed five restaurant myths. • Find out the truth about the restaurant myths. • Uncover the exact reasons why some restaurants fail. • Get the scoop on how to design your restaurant one from scratch. • Find out the pros and cons of both the franchise and the independent restaurants. • Discover how to get your franchise restaurant off to a running start. • Learn about the costs involved in buying a franchise, and the hidden fees. • Learn about the different kinds of restaurants, from cafés to fine dining. After Reading Our Restaurant Start-Up Guide, You Would Be Well On Your Way To Avoiding the 80% failure rate that haunts all Start up restaurants!!! This incredible how to start a restaurant guide will empower you to: • Understand what it really takes to start a restaurant! • Finally found a place in the sun with the launch of your own restaurant! • Make your restaurant business so successful that you’ll be raking in the money! • Save hundreds of dollars that you waste in trying to start a restaurant without knowing what it take to start one! • Save time that otherwise would be wasted in failed “trial and error” attempts! • And much, much more! There is not one book on Kindle that covers the following: • Learn about the realities of running your restaurant business smoothly. • Get a detailed overview of the restaurant jobs that must be filled, from the dishwasher to the chef. • Get tips on hiring the perfect staff for the front of the house and the back of the house. • Learn about equipping your restaurant. • Discover the secret ways to save when outfitting your business. • Find out the necessity of having a point of sale (POS) system in place before you open for business. • Insider knowledge on why it is wise to lease your equipment instead of buying it. • Get a detailed look at what is involved in a restaurant owner’s life. • Get bonus materials and a lot off extra resources. If you order this guide and apply the techniques presented inside, you will start your own restaurant within 60 days and save Thousands of dollars of Costly Restaurant Start-up mistakes. Here’s what you will discover inside this guide: • Get clear definitions on what people expect from certain types of restaurant. • Learn the steps of choosing a location and researching the population. • Discover how to determine population base. • Learn how to negotiate a lease. • Find out how to analyze the competition in your area. • Learn the basic business plan format and how to write a perfect one. • Learn how to make more or less accurate financial projections. • Learn about making a realistic budget for your restaurant. • Learn how to write a balanced and intriguing menu. • Discover how to effectively pricing your menu and designing its appearance. • Find out the pitfalls in menu designing that you should avoid.",big,Bull City Publishing; 1st Edition edition,English,Enabled,Not Enabled,Enabled,13,4
http://www.amazon.com/The-Restaurant-Managers-Handbook-Financially-ebook/dp/B002H5GT0Q,"The Restaurant Manager's Handbook: How to Set Up, Operate, and Manage a Financially Successful Food Service Operation 4th Edition [Kindle Edition]",Douglas Robert Brown,17.97,61.98,1000,"The multiple award-winning Restaurant Manager s Handbook is the best-selling book on running a successful food service. Now in the fourth completely revised edition, nine new chapters detail restaurant layout, new equipment, principles for creating a safer work environment, and new effective techniques to interview, hire, train, and manage employees. We provide a new chapter on tips and IRS regulations as well as guidance for improved management, new methods to increase your bottom line by expanding the restaurant to include on- and off-premise catering operations. We ve added new chapters offering food nutrition guidelines and proper employee training. The Fourth Edition of the Restaurant Manager s Handbook is an invaluable asset to any existing restaurant owner or manager as well as anyone considering a career in restaurant management or ownership. All existing chapters have new and updated information. This includes extensive material on how to prepare a restaurant for a potential sale. There is even an expanded section on franchising. You will find many additional tips to help restaurant owners and managers learn to handle labor and operational expenses, rework menus, earn more from better bar management, and introduce up-scale wines and specialties for profit. You will discover an expanded section on restaurant marketing and promotion plus revised accounting and budgeting tips. This new edition includes photos and information from leading food service manufacturers to enhance the text. This new, comprehensive 800-page book will show you step-by-step how to set up, operate, and manage a financially successful food service operation. The author has taken the risk out of running a restaurant business. Operators in the non-commercial segment as well as caterers and really anyone in the food service industry will rely on this book in everyday operations. Its 28 chapters cover the entire process of a restaurant start-up and ongoing management in an easy-to-understand way, pointing out methods to increase your chances of success and showing how to avoid the many mistakes arising from being uninformed and inexperienced that can doom a restaurateur's start-up. While providing detailed instruction and examples, the author leads you through finding a location that will bring success, learning how to draw up a winning business plan, how to buy and sell a restaurant, how to franchise, and how to set up basic cost-control systems. You will have at your fingertips profitable menu planning, sample restaurant floor plans and diagrams, successful kitchen management, equipment layout and planning, food safety, Hazardous and Critical Control Point (HACCP) information, and successful beverage management. Learn how to set up computer systems to save time and money and get brand new IRS tip-reporting requirements, accounting and bookkeeping procedures, auditing, successful budgeting and profit planning development. You will be able to generate high profile public relations and publicity, initiate low cost internal marketing ideas, and low- and no-cost ways to satisfy customers and build sales. You will learn how to keep bringing customers back, how to hire and keep a qualified professional staff, manage and train employees as well as accessing thousands of great tips and useful guidelines. This Restaurant Manager s Handbook covers everything that many consultants charge thousands of dollars to provide. The extensive resource guide details more than 7,000 suppliers to the industry virtually a separate book on its own. This reference book is essential for professionals in the hospitality field as well as newcomers who may be looking for answers to cost-containment and training issues.",big,Atlantic Publishing Company; 4th edition,English,Enabled,Not Enabled,Not Enabled,54,4
http://www.amazon.com/Setting-Table-Danny-Meyer-ebook/dp/B000OI0FCQ,Setting the Table [Kindle Edition],Danny Meyer,9.35,6.64,338,"In October 1985, at age twenty-seven, Danny Meyer, with a good idea and scant experience, opened what would become one of New York City's most revered restaurants—Union Square Cafe. Little more than twenty years later, Danny is the CEO of one of the world's most dynamic restaurant organizations, which includes eleven unique dining establishments, each at the top of its game. How has he done it? How has he consistently beaten the odds and set the competitive bar in one of the toughest trades around? In this landmark book, Danny shares the lessons he's learned while developing the winning recipe for doing the business he calls ""enlightened hospitality."" This innovative philosophy emphasizes putting the power of hospitality to work in a new and counterintuitive way: The first and most important application of hospitality is to the people who work for you, and then, in descending order of priority, to the guests, the community, the suppliers, and the investors. This way of prioritizing stands the more traditional business models on their heads, but Danny considers it the foundation of every success that he and his restaurants have achieved. Some of Danny's other insights: Hospitality is present when something happens for you. It is absent when something happens to you. These two simple concepts— for and to—express it all. Context, context, context, trumps the outdated location, location, location. Shared ownership develops when guests talk about a restaurant as if it's theirs. That sense of affiliation builds trust and invariably leads to repeat business. Err on the side of generosity: You get more by first giving more. Wherever your center lies, know it, name it, believe in it. When you cede your core values to someone else, it's time to quit. Full of behind-the-scenes history on the creation of Danny's most famous restaurants and the anecdotes, advice, and lessons he has accumulated on his long and ecstatic journey to the top of the American restaurant scene, Setting the Table is a treasure trove of innovative insights that are applicable to any business or organization.",big,HarperCollins e-books,English,Enabled,Not Enabled,Not Enabled,131,4
http://www.amazon.com/The-Education-Millionaires-Everything-Successful-ebook/dp/B0052RDJFE,The Education of Millionaires: Everything You Won't Learn in College About How to Be Successful [Kindle Edition],Michael Ellsberg,10.99,5.01,292,"Some of the smartest, most successful people in the country didn’t finish college. None of them learned their most critical skills at an institution of higher education. And like them, most of what you’ll need to learn to be successful you’ll have to learn on your own, outside of school. Michael Ellsberg set out to fill in the missing pieces by interviewing a wide range of millionaires and billionaires who don’t have college de­grees, including fashion magnate Russell Simmons and Facebook found­ing president Sean Parker. This book is your guide to developing practical success skills in the real world: how to find great mentors, build a world-class network, make your work meaningful (and your meaning work), build the brand of you, and more. Learning these skills is a necessary addition to any education, whether you’re a high school dropout or graduate of Harvard Law School.",big,Portfolio; Reprint edition,English,Enabled,Enabled,Not Enabled,137,4
http://www.amazon.com/Restaurant-Financial-Basics-Raymond-Schmidgall-ebook/dp/B000YJ3OTG,Restaurant Financial Basics [Kindle Edition],Raymond S. Schmidgall,22.58,12.42,352,"A complete, practical guide to managing restaurant business finances One of the keys to a successful restaurant business is strong financial management. This book equips readers with the tools needed to manage the finances of foodservice establishments effectively. Written by expert authors with extensive experience in the field, this accessible resource is filled with valuable information that can be applied to day-to-day operations. It offers concise, down-to-earth coverage of basic accounting topics-including pricing, budgeting, cost control, and cash flow-as well as more specialized information, such as how to establish menu prices.",big,Wiley; 1 edition,English,Enabled,Not Enabled,Enabled,12,4
http://www.amazon.com/Kitchen-Confidential-Anthony-Bourdain-ebook/dp/B002UM5BXW,Kitchen Confidential [Kindle Edition],Anthony Bourdain,7.99,8,321,"Kitchen Confidential reveals what Bourdain calls ""twenty-five years of sex, drugs, bad behavior and haute cuisine."" Last summer, The New Yorker published Chef Bourdain's shocking, ""Don't Eat Before Reading This."" Bourdain spared no one's appetite when he told all about what happens behind the kitchen door. Bourdain uses the same ""take-no-prisoners"" attitude in his deliciously funny and shockingly delectable book, sure to delight gourmands and philistines alike. From Bourdain's first oyster in the Gironde, to his lowly position as dishwasher in a honky tonk fish restaurant in Provincetown (where he witnesses for the first time the real delights of being a chef); from the kitchen of the Rainbow Room atop Rockefeller Center, to drug dealers in the east village, from Tokyo to Paris and back to New York again, Bourdain's tales of the kitchen are as passionate as they are unpredictable. Kitchen Confidential will make your mouth water while your belly aches with laughter. You'll beg the chef for more, please.",big,Bloomsbury USA; 1 edition,English,Not enabled,Enabled,Enabled,1220,4
http://www.amazon.com/Fear-Nothing-Detective-Warren-Novel-ebook/dp/B00DGZKPLK,Fear Nothing: A Detective D.D. Warren Novel (Detective D. D. Warren) [Kindle Edition],Lisa Gardner,10.91,17.04,417,"In #1 New York Times bestseller Lisa Gardner’s latest pulse-pounding thriller, Detective D. D. Warren must face a new fear as a serial killer terrorizes Boston. My name is Dr. Adeline Glen. Due to a genetic condition, I can’t feel pain. I never have. I never will. The last thing Boston Detective D. D. Warren remembers is walking the crime scene after dark. Then, a creaking floorboard, a low voice crooning in her ear. . . . She is later told she managed to discharge her weapon three times. All she knows is that she is seriously injured, unable to move her left arm, unable to return to work. My sister is Shana Day, a notorious murderer who first killed at fourteen. Incarcerated for thirty years, she has now murdered more people while in prison than she did as a free woman. Six weeks later, a second woman is discovered murdered in her own bed, her room containing the same calling cards from the first: a bottle of champagne and a single red rose. The only person who may have seen the killer: Detective D. D. Warren, who still can’t lift her child, load her gun, or recall a single detail from the night that may have cost her everything. Our father was Harry Day, an infamous serial killer who buried young women beneath the floor of our home. He has been dead for forty years. Except the Rose Killer knows things about my father he shouldn’t. My sister claims she can help catch him. I think just because I can’t feel pain doesn’t mean my family can’t hurt me. D.D. may not be back on the job, but she is back on the hunt. Because the Rose Killer isn’t just targeting lone women, he is targeting D.D. And D.D. knows there is only one way to take him down: Fear nothing.",small,Dutton Adult,English,Enabled,Enabled,Not Enabled,262,4
http://www.amazon.com/Switchblade-An-Original-Short-Story-ebook/dp/B00EHMFBLA,Switchblade: An Original Short Story [Kindle Edition],Michael Connelly,0.99,,51,"LAPD Detective Harry Bosch seeks justice for the forgotten in this original short story from #1 New York Times bestselling author Michael ConnellyAn anonymous tip puts Bosch on a case that has remained unsolved for decades, the vicious stabbing of a teenage boy whose body was found in an abandoned Old Hollywood restaurant. Cold cases are often the toughest: With no body, no murder scene, and no fingerprints, Bosch nevertheless gets lucky when DNA evidence from the murder weapon points to a known killer. But the DA insists that science alone is not enough - he needs the case to be bulletproof before he'll take it to court. Determined to speak for those who can no longer speak for themselves, Bosch has one chance to wrench a confession out of a cold-blooded killer, or risk letting him walk free for good. In this gripping, never-before-published story by ""master of the crime thriller"" (Huffington Post) Michael Connelly, Detective Harry Bosch quenches his thirst for justice and shows why he is ""one of the most popular and enduring figures in American crime fiction"" (Chicago Tribune). NOTE: This file includes a preview of Michael Connelly's new novel, The Gods of Guilt.",big,"Little, Brown and Company",English,Enabled,Enabled,Not Enabled,295,1
http://www.amazon.com/The-Reversal-Lincoln-Lawyer-Novel-ebook/dp/B003BW0CB6,The Reversal (A Lincoln Lawyer Novel) [Kindle Edition],Michael Connelly,3.99,6,408,"Longtime defense attorney Mickey Haller is recruited to change stripes and prosecute the high-profile retrial of a brutal child murder. After 24 years in prison, convicted killer Jason Jessup has been exonerated by new DNA evidence. Haller is convinced Jessup is guilty, and he takes the case on the condition that he gets to choose his investigator, LAPD Detective Harry Bosch. Together, Bosch and Haller set off on a case fraught with political and personal danger. Opposing them is Jessup, now out on bail, a defense attorney who excels at manipulating the media, and a runaway eyewitness reluctant to testify after so many years. With the odds and the evidence against them, Bosch and Haller must nail a sadistic killer once and for all. If Bosch is sure of anything, it is that Jason Jessup plans to kill again.",big,"Little, Brown and Company; 1 edition",English,Not enabled,Enabled,Not Enabled,636,4
http://www.amazon.com/Standup-Stone-Barrington-Stuart-Woods-ebook/dp/B00DGZKHQS,Standup Guy (Stone Barrington) [Kindle Edition],Stuart Woods,10.65,16.3,320,"Stone Barrington is back in the newest edge-of-your-seat adventure in the New York Times–bestselling series. Stone Barrington’s newest client does not seem the type to bring mayhem in his wake. A polite, well-deported gentleman, he comes to Stone seeking legal expertise on an unusual—and potentially lucrative—dilemma. Stone points him in the right direction and sends him on his way, but it’s soon clear Stone hasn’t seen the end of the case. Several people are keenly interested in this gentleman’s activities and how they may relate to a long-ago crime . . . and some of them will stop at nothing to find the information they desire. On a hunt that leads from Florida’s tropical beaches to the posh vacation homes of the Northeast, Stone finds himself walking a tightrope between ambitious authorities and seedy lowlifes who all have the same prize in their sights. In this cutthroat contest of wills, it’s winner-takes-all . . . and Stone will need every bit of his cunning and resourcefulness to be the last man standing.",big,Putnam Adult,English,Enabled,Enabled,Not Enabled,190,4
http://www.amazon.com/Fifth-Witness-Lincoln-Lawyer-Novel-ebook/dp/B0047Y17P2,The Fifth Witness (A Lincoln Lawyer Novel) [Kindle Edition],Michael Connelly,2.99,7,417,"Mickey Haller has fallen on tough times. He expands his business into foreclosure defense, only to see one of his clients accused of killing the banker she blames for trying to take away her home. Mickey puts his team into high gear to exonerate Lisa Trammel, even though the evidence and his own suspicions tell him his client is guilty. Soon after he learns that the victim had black market dealings of his own, Haller is assaulted, too--and he's certain he's on the right trail. Despite the danger and uncertainty, Haller mounts the best defense of his career in a trial where the last surprise comes after the verdict is in. Connelly proves again why he ""may very well be the best novelist working in the United States today"" ( San Francisco Chronicle).",medium,"Little, Brown and Company; 1st edition",English,Not enabled,Enabled,Not Enabled,841,3
http://www.amazon.com/The-Little-Black-Book-Martinis-ebook/dp/B004C445H4,The Little Black Book of Martinis [Kindle Edition],Nannette Stone,3,6.95,145,"Get acquainted with the classic cocktail of James Bond, speakeasies, and three-martini lunches (not recommended!). This ''Essential Guide to the King of Cocktails'' serves up the lore and allure of the martini, garnished with pithy quotations and etiquette tips. More than 80 recipes will satisfy both purists and the playful. Covers martini history, the well-equipped martini bar, recipes, and the morning after. The perfect book for every imbiber!",big,Peter Pauper Press,English,Enabled,Not Enabled,Enabled,9,4
http://www.amazon.com/Homemade-Liqueurs-Infused-Spirits-Combinations-ebook/dp/B00ERCWPT6,"Homemade Liqueurs and Infused Spirits: Innovative Flavor Combinations, Plus Homemade Versions of Kahlúa, Cointreau, and Other Popular Liqueurs [Kindle Edition]",Andrew Schloss,9.99,8.96,272,"What do you get when you add flavors and sweetener to vodka, brandy, whiskey, or rum? Homemade liqueurs! You’ll be delighted by how easy it is to make your own versions of popular brands such as Bailey’s, Triple Sec, and Kahlúa, as well as dozens of original flavor combinations. Andrew Schloss shows you the basic techniques for making a liqueur – typically as simple as combining fruit with liquor and sugar, letting the mixture sit for a week, straining, and enjoying – and then provides more than 150 recipes organized by types of flavoring, which include fruits, herbs, spices, nuts and seeds, vegetables, coffee, tea, chocolate, cream, caramel, honey, and butterscotch. Schloss also shows you how to make infused spirits, which are flavored but don’t contain sweeteners. And finally, he offers 80 recipes for irresistible cocktails you can make with your homemade liqueurs and infused spirits. Cheers!",big,"Storey Publishing, LLC",English,Enabled,Not Enabled,Enabled,10,4
http://www.amazon.com/The-Complete-Book-Spirits-Production-ebook/dp/B003JBHV5E,"The Complete Book of Spirits: A Guide to Their History, Production, and Enjoyment [Kindle Edition]",Anthony Dias Blue,9.99,15,348,"An indispensable follow-up to his classic Complete Book of Mixed Drinks, Anthony Dias Blue presents The Complete Book of Spirits, a comprehensive collection of history, lore, and tasting tips, along with recipes for select cocktails. Here, in one concise and easy-to-use volume, is all the information a consumer needs to shop, mix, and sip like a spirits expert. From bathtub gin to mojito madness, Blue brings the dynamic history of the spirits industry alive, demonstrating that spirit making is not only one of mankind's oldest pursuits but also perhaps its most colorful. In ten captivating chapters, readers are treated to everything they ever wanted to know about their favorite liquors, including vodka, aquavit, tequila, and whiskey. Blue also provides step-by-step instructions on how to host spirit tastings to educate your palate and to help you and your friends discover your favorite brands and blends. For every chapter and every spirit, there is also a handy tasting-notes section, with Blue's expert comments and his favorites, along with price points. If you've ever wondered about the difference between potato and wheat vodkas, or between mescal and tequila or American and Irish whiskeys, or what makes single malt Scotch so desirable, look no further. With Anthony Dias Blue, America's leading wine and spirits expert, and The Complete Book of Spirits as your guides, you will take your enjoyment to a new level.",small,HarperCollins e-books,English,Enabled,Not Enabled,Not Enabled,9,4
http://www.amazon.com/Server-Training-Restaurants-Secrets-Success-ebook/dp/B005MEX646,Server Sales Training (Restaurants; Secrets to Success) [Kindle Edition],James Clary,3.99,,51,"A restaurant owner or manager has only two ways that they can increase their business. They can advertise and try and get new customers OR they can take care of the customers they already have and get them to SPEND MORE. As every restaurant owner knows, advertising is never a sure bet. The only thing you can be sure of is that the ads you run are going to cost you an arm and a leg and there is no guarantee that they will work . Option two, taking care of your existing customers and getting them to SPEND MORE is exactly what this book is about. This short, easy to understand, volume gives restaurant owners and managers the tools you need to get more productivity and MORE SALES out of your dining room staff. Even if you have been running restaurants for 30 years, the information in this book will help you teach your dining room staff to succeed. By stressing the fact that if they sell more, they will make more, servers are already motivated to sell. They just need some guidance and some tools in order to increase their sales, make more in tips, and make more money for the restaurant. Although the book is written for managers, if you are a server and want to MAKE MORE MONEY, this book provides you with everything you need to become the highest paid waiter or waitress in your dining room. Written by long time and well known restauranteur and Chef, James Clary, this volume explains what a per person average is and how you can go about increasing it. Clary covers everything from a server's tone to different sales strategies that Chef Clary has used for years in his namesake restaurant to maximize sales and profits. Chef Clary has consulted on many projects in his home state of Missouri, including Andy William's Moon River Grill in Branson. He has taught customer service skills to thousands of young people and helped numerous organizations improve their service. The book is divided into four sections; 1. Delivery and Table Presence 2. Attitude, Selling, Tips, and the Guest 3. The Building of a Check 4. Tracking Check Average and Follow up At the end of the book Clary explains how you track a server's sales and exactly what you do with that information. Ideas for motivating servers are covered as well as how to deal with a server whose performance is lackluster. The book also provides tables that you can use in your business to track your server's sales. If your restaurant is struggling and you don't have the money to run a large advertising campaign, or if you just want to make MORE money, this book is the best offering on the internet for doing just that.",small,,English,Enabled,Not Enabled,Not Enabled,1,5
http://www.amazon.com/Dont-Just-Wait-Tables-Dazzle-ebook/dp/B0091N16KA,"Don't Just Wait Tables, Dazzle Them [Kindle Edition]",Brian Peterson,4.66,2.33,28,"Being a waiter is not a profession most people are drawn to by choice, but rather as a means to earn a living until something ""better"" is available. In reality, reliable, experienced waitstaff are in high demand next door, down the street, and/or around the world. In this guide to waiting tables I have put together the simple,down to earth, yet important guidelines to help you become a successful waiter. You will see how to put the ""Dazzle in your Razzle!"" Waiting table does not have to be a grueling and demanding task. When done correctly, you can earn an above average income and be in control of your own work destiny. The lessons in this guide will give you the knowledge and insight to succeed, be self sufficient, and have fun doing it. Becoming a ""star waiter"" has never been so easy. Becoming what legends are made of is within your grasp. Get ready to dazzle........!",medium,Brian Peterson; 1 edition,English,Enabled,Not Enabled,Enabled,8,3
http://www.amazon.com/The-Food-Service-Professionals-Guide-ebook/dp/B002H5GT1A,The Food Service Professionals Guide To: Waiter & Waitress Training: How To Develop Your Wait Staff For Maximum Service & Profit [Kindle Edition],Lora Arduser,9.99,9.96,144,"This series of fifteen books - The Food Service Professional Guide TO Series from the editors of the Food Service Professional magazine are the best and most comprehensive books for serious food service operators available today. These step-by-step guides on a specific management subject range from finding a great site for your new restaurant to how to train your wait staff and literally everything in between. They are easy and fast-to-read, easy to understand and will take the mystery out of the subject. The information is boiled down to the essence. They are filled to the brim with up to date and pertinent information. The books cover all the bases, providing clear explanations and helpful, specific information. All titles in the series include the phone numbers and web sites of all companies discussed. What you will not find are wordy explanations, tales of how someone did it better, or a scholarly lecture on the theory. Every paragraph in each of the books are comprehensive, well researched, engrossing, and just plain fun-to-read, yet are packed with interesting ideas. You will be using your highlighter a lot! The best part aside from the content is they are very moderately priced. The whole series may also be purchased the ISBN number for the series is 0910627266. You are bound to get a great new idea to try on every page if not out of every paragraph. Do not be put off by the low price, these books really do deliver the critical information and eye opening ideas you need to succeed without the fluff so commonly found in more expensive books on the subject. Highly recommended! Atlantic Publishing is a small, independent publishing company based in Ocala, Florida. Founded over twenty years ago in the company president’s garage, Atlantic Publishing has grown to become a renowned resource for non-fiction books. Today, over 450 titles are in print covering subjects such as small business, healthy living, management, finance, careers, and real estate. Atlantic Publishing prides itself on producing award winning, high-quality manuals that give readers up-to-date, pertinent information, real-world examples, and case studies with expert advice. Every book has resources, contact information, and web sites of the products or companies discussed. This Atlantic Publishing eBook was professionally written, edited, fact checked, proofed and designed. The print version of this book is 144 pages and you receive exactly the same content. Over the years our books have won dozens of book awards for content, cover design and interior design including the prestigious Benjamin Franklin award for excellence in publishing. We are proud of the high quality of our books and hope you will enjoy this eBook version.",small,Atlantic Publishing Company; First edition,English,Enabled,Not Enabled,Not Enabled,6,4
http://www.amazon.com/Server-Training-Manual-Lee-Lott-ebook/dp/B00AEUNZJE,Server Training Manual [Kindle Edition],D. Lee Lott,3.99,2.01,32,"A standard guide to help restaurant owners train their servers. Ideally a copy should go to each server, so that they have something to refer back to.",big,,English,Enabled,Not Enabled,Enabled,,0
http://www.amazon.com/Remarkable-Service-Customers-Managers-Restaurant-ebook/dp/B00CUXE3HQ,"Remarkable Service: A Guide to Winning and Keeping Customers for Servers, Managers, and Restaurant Owners, 2nd Edition [Print Replica] [Kindle Edition]",The Culinary Institute of America,10.38,19.57,304,"As competition for customers is constantly increasing, contemporary restaurants must distinguish themselves by offering consistent, high-quality service. Service and hospitality can mean different things to different foodservice operations, and this book addresses the service needs of a wide range of dining establishments, from casual and outdoor dining to upscale restaurants and catering operations. Chapters cover everything from training and hiring staff, preparation for service, and front-door hospitality to money handling, styles of modern table service, and the relationship between the front and back of the house. Remarkable Service is the most comprehensive guide to service and hospitality on the market, and this new edition includes the most up-to-date information available on serving customers in the contemporary restaurant world.",small,Wiley; 2 edition,English,Not enabled,Enabled,Not Enabled,10,4
http://www.amazon.com/Waiter-Secrets-Alan-White-ebook/dp/B009WFMI8G,Waiter Secrets [Kindle Edition],Alan White,8.99,,51,"This is not another boring standards guide on ""how to be a waiter."" This is a complete guide to maximize your tips as a server. In this guide I give you the secrets that have put me as the highest seller and highest tip earner in every restaurant I have worked at. With humor included!!! In the guide, I cover everything from: -starting your shift at home -how to approach tables -how to upsell, the smart and easy way -wine, food and wine -beer - allergens, gluten intolerance -Jokes!! and Much Much more!!!!! This is just the tip of the iceberg! You will learn to make more money, and you will laugh!",medium,Alan White; First edition,English,Enabled,Not Enabled,Enabled,3,4
http://www.amazon.com/Calico-Joe-Novel-John-Grisham-ebook/dp/B0067AN0VI,Calico Joe: A Novel [Kindle Edition],John Grisham,5.99,12.41,225,"“Grisham knocks it out of the park.”—The Washington Post It’s the summer of 1973, and Joe Castle is the boy wonder of baseball, the greatest rookie anyone has ever seen. The kid from Calico Rock, Arkansas, dazzles Chicago Cubs fans as he hits home run after home run, politely tipping his hat to the crowd as he shatters all rookie records. Calico Joe quickly becomes the idol of every baseball fan in America, including Paul Tracey, the young son of a hard-partying and hard-throwing New York Mets pitcher. On the day that Warren Tracey finally faces Calico Joe, Paul is in the stands, rooting for his idol but also for his dad. Then Warren throws a fastball that will change their lives forever. #1 NEW YORK TIMES BESTSELLER “An enjoyable, heartwarming read that’s not just for baseball fans.”— USA Today “Grisham has hit a home run. . . . Calico Joe is a great read, a lyrical ode to baseball, small-town America, youthful innocence and a young boy’s search for heroes.” —The Buffalo News “[A] pleasure . . . Suffice to say [Grisham] knows his way around the ballpark as well as he does a courtroom.” —The Washington Times Includes an excerpt of John Grisham’s The Racketeer",big,Dell,English,Enabled,Enabled,Not Enabled,1258,4
http://www.amazon.com/The-Partner-Novel-John-Grisham-ebook/dp/B003B02O14,The Partner: A Novel [Kindle Edition],John Grisham,5.99,4,416,"They watched Danilo Silva for days before they finally grabbed him. He was living alone, a quiet life on a shady street in Brazil; a simple life in a modest home, certainly not one of luxury. Certainly no evidence of the fortune they thought he had stolen. He was much thinner and his face had been altered. He spoke a different language, and spoke it very well.But Danilo had a past with many chapters. Four years earlier he had been Patrick Lanigan, a young partner in a prominent Biloxi law firm. He had a pretty wife, a new daughter, and a bright future. Then one cold winter night Patrick was trapped in a burning car and died a horrible death. When he was buried his casket held nothing more than his ashes.From a short distance away, Patrick watched his own burial. Then he fled. Six weeks later, a fortune was stolen from his ex-law firm's offshore account. And Patrick fled some more. But they found him. BONUS: This edition includes an excerpt from John Grisham's The Litigators.",big,Dell,English,Not enabled,Enabled,Not Enabled,1209,3
